34202.787569323,1,67,207,270600,-1
34202.804680592,1,68,893,269900,1
34202.827174741,1,69,1323,269800,1
34202.856734947,3,12,27,270800,-1
34202.929407123,4,66,68,270400,-1
34202.931585255,3,49,76,270700,-1
34202.963601217,2,66,132,270400,-1
34202.963721925,1,70,179,270100,1
34203.041896533,3,70,179,270100,1
34203.057467533,1,71,280,270100,1
34203.172647343,1,72,315,270600,-1
34203.192666445,1,73,199,270900,-1
34203.192710909,2,71,29,270100,1
34203.257610088,1,74,58,270100,1
34203.396526873,1,75,339,270100,1
34203.396660267,1,76,54,270000,1
34203.459282837,3,48,101,270500,-1
34203.478119698,3,71,251,270100,1
34203.605297722,4,60,57,270500,-1
34203.689543320,1,77,469,270800,-1
34203.831760951,2,39,222,270500,-1
34203.973685829,1,78,1121,270800,-1
34203.973858765,3,29,1239,270500,-1
34204.006537499,2,6,160,270500,-1
34204.017155529,1,79,445,269900,1
34204.017263684,1,80,477,270700,-1
34204.039434822,3,75,339,270100,1
34204.051933311,2,6,268,270500,-1
34204.125339745,1,81,1097,270000,1
34204.125354842,3,74,58,270100,1
34204.125428905,1,82,129,270100,1
34204.179469727,3,38,214,270500,-1
34204.183567333,1,83,69,270500,-1
34204.183600202,1,84,282,270000,1
34204.184711682,1,85,21,270600,-1
34204.225931730,1,86,51,270000,1
34204.226056666,2,6,80,270500,-1
34204.263935996,3,86,51,270000,1
34204.294519613,3,82,129,270100,1
34204.325457492,1,87,267,270100,1
34204.325501295,1,88,697,269700,1
34204.325614240,1,89,256,270700,-1
34204.341225906,2,87,239,270100,1
34204.341379219,2,39,103,270500,-1
34204.346165760,3,60,152,270500,-1
34204.447722155,3,87,28,270100,1
34204.571427852,1,90,124,269900,1
34204.571605677,1,91,109,270100,1
34204.607861160,1,92,333,270800,-1
34204.607962015,3,6,118,270500,-1
34204.607994422,1,93,425,270600,-1
34204.755201624,3,77,469,270800,-1
34204.879493552,1,94,190,270500,-1
34204.927594299,4,83,1,270500,-1
34204.938877183,1,95,84,270000,1
34204.938888151,3,94,190,270500,-1
34204.938961719,4,83,68,270500,-1
34204.938990789,4,91,77,270100,1
34204.961379723,3,91,32,270100,1
34204.973464190,1,96,78,270100,1
34204.973574823,3,45,942,270500,-1
34205.041311042,1,97,178,270200,1
34205.091215906,1,98,479,270600,-1
34205.100186437,1,99,383,270600,-1
34205.134674605,3,97,178,270200,1
34205.134856262,1,100,128,270000,1
34205.259974318,1,101,224,270200,1
34205.272133741,3,67,207,270600,-1
34205.315211519,1,102,389,270000,1
34205.379931188,1,103,18,270200,1
34205.411826508,3,72,315,270600,-1
34205.468649764,1,104,97,270100,1
34205.510104389,1,105,233,270100,1
34205.510155956,1,106,115,270900,-1
34205.563495190,1,107,1088,270200,1
34205.630802885,3,103,18,270200,1
34205.630942456,4,47,37,270600,-1
34205.775351863,3,99,383,270600,-1
34205.780780661,3,101,224,270200,1
34205.796138787,4,107,89,270200,1
34205.834064133,1,108,383,269900,1
34205.842742607,1,109,359,270800,-1
34205.842803159,1,110,192,270500,-1
34205.860435911,4,110,51,270500,-1
34205.909829333,1,111,975,270100,1
34205.909909475,3,110,141,270500,-1
34205.930346332,3,98,479,270600,-1
34205.974551876,3,107,999,270200,1
34206.009785865,1,112,149,270800,-1
34206.131590523,1,113,153,270600,-1
34206.230261516,1,114,234,270500,-1
34206.263518123,1,115,33,270800,-1
34206.271761201,1,116,362,270700,-1
34206.271920328,1,117,625,269900,1
34206.302821869,1,118,457,269900,1
34206.332032008,4,58,119,270700,-1
34206.332057973,1,119,86,269800,1
34206.373196558,3,111,975,270100,1
34206.415931668,1,120,1318,269900,1
34206.428381068,3,114,234,270500,-1
34206.484312193,1,121,191,270700,-1
34206.548610804,1,122,32,270700,-1
34206.559299264,1,123,175,270500,-1
34206.564575774,1,124,373,270000,1
34206.564754689,3,123,175,270500,-1
34206.602051818,1,125,84,270500,-1
34206.615477587,1,126,226,270800,-1
34206.642656068,3,125,84,270500,-1
34206.692855368,1,127,117,270600,-1
34206.724863104,1,128,48,270500,-1
34206.771639496,1,129,420,270000,1
34206.771658491,3,104,97,270100,1
34206.799561189,1,130,204,270800,-1
34206.839360354,3,96,78,270100,1
34206.867276398,1,131,1123,270000,1
34206.923517354,1,132,334,270000,1
34206.932413525,1,133,1305,269900,1
34206.968121659,1,134,160,269900,1
34207.060600523,3,105,233,270100,1
34207.064947639,1,135,102,270100,1
34207.086498850,3,135,102,270100,1
34207.100472200,1,136,255,270100,1
34207.110043696,3,136,255,270100,1
34207.156862769,1,137,51,270100,1
34207.157633597,1,138,349,270600,-1
34207.173648680,1,139,422,269900,1
34207.271739190,3,128,48,270500,-1
34207.304487990,1,140,195,270700,-1
34207.427553609,1,141,102,270500,-1
34207.443184600,3,137,51,270100,1
34207.459462010,1,142,105,270100,1
34207.500462907,3,142,105,270100,1
34207.504916955,1,143,220,270100,1
34207.505067592,3,141,102,270500,-1
34207.505736872,1,144,69,270500,-1
34207.523693264,1,145,196,270700,-1
34207.523711796,1,146,1005,270000,1
34207.529218622,3,144,69,270500,-1
34207.529259717,1,147,273,270800,-1
34207.540139877,1,148,168,270800,-1
34207.587666616,1,149,92,270700,-1
34207.589760941,1,150,117,270500,-1
34207.591337713,1,151,161,269800,1
34207.596036448,3,150,117,270500,-1
34207.607993897,1,152,113,270700,-1
34207.608045299,1,153,39,270500,-1
34207.662970324,4,143,51,270100,1
34207.678111049,1,154,294,270700,-1
34207.678158949,3,143,169,270100,1
34207.750504974,1,155,216,269700,1
34207.814739464,1,156,74,270100,1
34207.903604581,1,157,173,269900,1
34207.940609255,1,158,179,270000,1
34207.940723918,1,159,66,270800,-1
34207.940903625,1,160,942,270500,-1
34208.091316797,3,156,74,270100,1
34208.091445268,1,161,284,270100,1
34208.098653374,2,153,39,270500,-1
34208.105758015,1,162,1248,269800,1
34208.119653503,3,160,942,270500,-1
34208.145832920,1,163,53,270000,1
34208.163416120,1,164,277,270200,1
34208.163498343,1,165,394,270700,-1
34208.163931129,1,166,828,269900,1
34208.301292416,1,167,69,270800,-1
34208.301341340,2,8,34,270600,-1
34208.301481671,3,164,277,270200,1
34208.303941060,1,168,277,270200,1
34208.342218159,3,168,277,270200,1
34208.365522150,1,169,34,270200,1
34208.454755304,1,170,223,270200,1
34208.576798736,1,171,67,270900,-1
34208.576935333,1,172,56,270000,1
34208.577069685,4,169,3,270200,1
34208.689614660,3,170,223,270200,1
34208.689617435,2,8,288,270600,-1
34208.748300734,3,85,21,270600,-1
34208.760671809,3,169,31,270200,1
34208.779213638,1,173,180,269900,1
34208.802863171,1,174,149,270200,1
34208.812504370,3,174,149,270200,1
34208.828979360,1,175,135,270200,1
34208.867787357,1,176,862,270000,1
34208.873450470,1,177,26,270600,-1
34208.916151753,3,93,425,270600,-1
34208.962088672,3,61,168,270600,-1
34209.011936683,3,175,135,270200,1
34209.026540927,1,178,205,270200,1
34209.054509858,3,177,26,270600,-1
34209.054570906,1,179,1358,270700,-1
34209.054636348,1,180,374,270800,-1
34209.158905441,3,8,225,270600,-1
34209.176661907,1,181,393,270800,-1
34209.176699732,3,23,312,270600,-1
34209.176763621,1,182,1021,270600,-1
34209.269223986,3,178,205,270200,1
34209.299581778,1,183,46,270200,1
34209.300319242,1,184,200,270000,1
34209.300473645,3,183,46,270200,1
34209.307942294,1,185,285,270500,-1
34209.307962412,3,161,284,270100,1
34209.308010279,1,186,41,270100,1
34209.313183952,1,187,51,270600,-1
34209.361366328,1,188,1335,270000,1
34209.382486372,1,189,311,270500,-1
34209.426453441,1,190,38,270700,-1
34209.444801390,3,186,41,270100,1
34209.464370760,1,191,201,270100,1
34209.464377796,3,191,201,270100,1
34209.487931694,1,192,147,269900,1
34209.488002553,1,193,217,269900,1
34209.517241068,1,194,268,270100,1
34209.528805737,1,195,226,270700,-1
34209.554516725,1,196,529,270500,-1
34209.583102147,1,197,155,270000,1
34209.583285621,3,194,268,270100,1
34209.673545721,1,198,262,270100,1
34209.812379391,1,199,91,270800,-1
34209.825001462,1,200,212,270000,1
34209.827224886,1,201,422,270500,-1
34209.836409415,1,202,100,270500,-1
34209.836562762,3,151,161,269800,1
34209.836721691,1,203,213,270900,-1
34209.841419237,3,189,311,270500,-1
34209.867214595,1,204,100,270600,-1
34209.894612524,1,205,88,269900,1
34209.928330690,1,206,91,270500,-1
34209.928443800,3,198,262,270100,1
34209.951703988,1,207,130,269900,1
34209.951762128,1,208,130,270100,1
34209.951941968,4,208,75,270100,1
34209.951956438,1,209,155,270900,-1
34209.999994816,1,210,474,270100,1
34210.012766468,3,208,55,270100,1
34210.115723958,3,201,422,270500,-1
34210.148290638,3,185,285,270500,-1
34210.148451847,1,211,180,269900,1
34210.259159374,1,212,57,270600,-1
34210.270274145,3,196,529,270500,-1
34210.296206530,3,210,474,270100,1
34210.296616984,1,213,203,269900,1
34210.320260141,1,214,289,270100,1
34210.369026700,4,202,93,270500,-1
34210.399685536,1,215,424,270000,1
34210.399723493,3,206,91,270500,-1
34210.411936431,4,214,130,270100,1
34210.421514402,1,216,1080,270100,1
34210.421596328,3,214,159,270100,1
34210.456095893,1,217,558,270000,1
34210.458657821,1,218,144,270100,1
34210.502465729,1,219,105,270800,-1
34210.564989295,3,218,144,270100,1
34210.565099498,3,202,7,270500,-1
34210.565298035,1,220,35,270500,-1
34210.569186631,3,220,35,270500,-1
34210.603864087,1,221,252,270700,-1
34210.603932865,1,222,281,270500,-1
34210.605715707,3,222,281,270500,-1
34210.628346289,1,223,289,270500,-1
34210.628412424,1,224,269,269800,1
34210.648007692,1,225,423,270800,-1
34210.648142407,1,226,72,269700,1
34210.707907852,1,227,19,270800,-1
34210.723308724,3,223,289,270500,-1
34210.758721496,1,228,271,270100,1
34210.803633187,1,229,203,270000,1
34210.803674447,1,230,257,269900,1
34210.823679344,1,231,111,270000,1
34210.831071022,1,232,154,270000,1
34210.858835867,1,233,199,269800,1
34210.858874088,1,234,116,269900,1
34210.876749743,1,235,244,270200,1
34210.923049117,3,235,244,270200,1
34210.923053180,1,236,254,270200,1
34210.923174251,3,236,254,270200,1
34210.923338169,1,237,94,270100,1
34210.923392544,1,238,32,270100,1
34210.969738628,1,239,192,270200,1
34211.022659843,1,240,79,270900,-1
34211.047579125,1,241,557,270800,-1
34211.083287820,1,242,276,270000,1
34211.112913633,1,243,116,270900,-1
34211.194165508,1,244,61,270700,-1
34211.194328005,1,245,162,269800,1
34211.194428793,1,246,1376,269900,1
34211.260903985,4,239,100,270200,1
34211.277296686,1,247,216,270600,-1
34211.297994251,1,248,223,270700,-1
34211.298035082,4,239,62,270200,1
34211.435514170,1,249,755,270700,-1
34211.435651264,3,239,30,270200,1
34211.435806658,1,250,247,270200,1
34211.585892259,4,250,102,270200,1
34211.603677234,1,251,533,270900,-1
34211.613947114,1,252,124,270600,-1
34211.695925683,1,253,70,270700,-1
34211.696073909,2,64,58,270600,-1
34211.709923611,1,254,233,270500,-1
34211.855702365,2,250,145,270200,1
34211.993664320,1,255,309,269900,1
34212.134038292,4,254,212,270500,-1
34212.134061648,1,256,442,270500,-1
34212.182844063,3,254,21,270500,-1
34212.186250817,3,228,271,270100,1
34212.313300370,1,257,567,270700,-1
34212.416590551,1,258,190,270000,1
34212.458164365,2,256,87,270500,-1
34212.493496929,3,256,355,270500,-1
34212.508223037,1,259,82,270200,1
34212.532341297,3,182,1021,270600,-1
34212.563679984,3,259,82,270200,1
34212.579208072,1,260,190,270200,1
34212.592679297,1,261,1132,270000,1
34212.735304606,3,225,423,270800,-1
34212.776047536,3,233,199,269800,1
34212.809529075,1,262,1275,270800,-1
34212.870555217,1,263,51,270700,-1
34212.896346148,1,264,269,269900,1
34213.023846491,4,54,135,270600,-1
34213.026797566,1,265,53,270900,-1
34213.164544532,1,266,50,270800,-1
34213.207690097,1,267,323,270700,-1
34213.283704146,1,268,172,270600,-1
34213.323978183,1,269,73,270700,-1
34213.377725658,1,270,204,270800,-1
34213.433722390,4,187,51,270600,-1
34213.433907615,3,138,349,270600,-1
34213.498745779,1,271,50,270100,1
34213.531891257,1,272,21,269900,1
34213.611575049,3,260,190,270200,1
34213.653841961,1,273,143,270200,1
34213.655689881,3,273,143,270200,1
34213.677384032,1,274,83,270100,1
34213.677454693,1,275,132,270100,1
34213.821978564,1,276,173,270200,1
34213.823067978,1,277,376,270900,-1
34213.893483497,3,212,57,270600,-1
34213.893483794,1,278,96,270800,-1
34213.899167091,1,279,336,269900,1
34213.899175085,1,280,475,270700,-1
34213.899209177,3,64,79,270600,-1
34213.899385681,1,281,121,270700,-1
34213.917931805,1,282,222,270200,1
34213.969650859,3,276,173,270200,1
34213.969703913,1,283,219,270100,1
34213.969859506,1,284,80,271000,-1
34214.037601803,3,282,222,270200,1
34214.091040537,1,285,100,270000,1
34214.125182305,1,286,201,270200,1
34214.195840198,1,287,354,269900,1
34214.212541376,4,113,153,270600,-1
34214.212685440,3,65,243,270600,-1
34214.337684175,1,288,435,270600,-1
34214.399516525,3,286,201,270200,1
34214.443596176,1,289,50,270100,1
34214.482989842,1,290,200,270000,1
34214.573979674,1,291,198,270200,1
34214.619388073,3,291,198,270200,1
34214.649827329,1,292,196,270200,1
34214.654183165,2,54,210,270600,-1
34214.681293364,1,293,177,270000,1
34214.692704389,1,294,1309,270700,-1
34214.761927394,1,295,73,270100,1
34214.837311639,3,127,117,270600,-1
34214.841307631,1,296,561,271000,-1
34214.941522130,4,204,100,270600,-1
34214.979277348,1,297,35,270800,-1
34214.979395348,3,288,435,270600,-1
34215.006811050,3,57,1452,270600,-1
34215.020886146,3,47,49,270600,-1
34215.064957505,2,247,216,270600,-1
34215.151315629,1,298,448,270900,-1
34215.171215344,1,299,181,270800,-1
34215.253019821,3,252,124,270600,-1
34215.289086380,1,300,90,270600,-1
34215.306970228,1,301,311,270200,1
34215.428638155,3,268,172,270600,-1
34215.518448952,1,302,19,270700,-1
34215.544709964,2,300,59,270600,-1
34215.587508337,3,300,31,270600,-1
34215.587643183,1,303,281,270100,1
34215.587699937,1,304,220,270300,1
34215.651082599,1,305,360,270300,1
34215.661937685,4,165,265,270700,-1
34215.662106062,2,149,5,270700,-1
34215.662272193,1,306,72,270900,-1
34215.733456625,1,307,317,270200,1
34215.781384370,2,305,140,270300,1
34215.825675342,3,121,191,270700,-1
34215.847442996,1,308,98,270200,1
34215.847590792,3,305,220,270300,1
34215.847742487,1,309,2,270200,1
34215.962360479,3,126,226,270800,-1
34215.962508936,3,304,220,270300,1
34215.962539856,1,310,266,270800,-1
34215.966877788,1,311,188,270600,-1
34216.008174938,3,292,196,270200,1
34216.077763206,3,311,188,270600,-1
34216.077765815,1,312,297,270600,-1
34216.078422840,1,313,386,269900,1
34216.177272979,3,312,297,270600,-1
34216.183785938,1,314,258,270600,-1
34216.230011348,3,307,317,270200,1
34216.263857588,3,314,258,270600,-1
34216.374208342,1,315,147,270600,-1
34216.513689721,3,301,311,270200,1
34216.567713464,1,316,311,269800,1
34216.575585002,4,308,98,270200,1
34216.642134257,3,309,2,270200,1
34216.683403493,1,317,300,270500,-1
34216.683414427,1,318,1331,270000,1
34216.754576296,4,317,49,270500,-1
34216.754624295,2,289,50,270100,1
34216.783637581,1,319,134,270500,-1
34216.806619981,3,271,50,270100,1
34216.808351883,3,303,281,270100,1
34216.843877996,1,320,84,270000,1
34216.867744929,1,321,274,270000,1
34216.867922887,3,317,251,270500,-1
34216.868088654,3,319,134,270500,-1
34216.895210316,1,322,233,270900,-1
34216.997504339,1,323,70,270700,-1
34217.008608374,1,324,31,270700,-1
34217.030379001,1,325,115,270500,-1
34217.061293855,1,326,89,270600,-1
34217.175868175,1,327,255,269900,1
34217.176014650,3,237,94,270100,1
34217.295247800,1,328,234,270400,-1
34217.304109681,1,329,29,270700,-1
34217.304151634,3,275,132,270100,1
34217.420785857,1,330,391,269900,1
34217.424089411,3,328,234,270400,-1
34217.424247646,1,331,98,269800,1
34217.462688596,1,332,769,270600,-1
34217.517967850,1,333,72,270700,-1
34217.522855411,2,274,83,270100,1
34217.522927922,1,334,79,269900,1
34217.669764211,3,216,1080,270100,1
34217.669780927,3,238,32,270100,1
34217.680248551,4,283,219,270100,1
34217.680379698,1,335,171,270100,1
34217.687832425,3,325,115,270500,-1
34217.688815896,1,336,66,270500,-1
34217.731522069,1,337,911,270700,-1
34217.731555269,1,338,28,270500,-1
34217.731649748,4,336,44,270500,-1
34217.767297758,3,335,171,270100,1
34217.791252266,3,32,289,270700,-1
34217.941704716,1,339,331,270600,-1
34218.017326447,3,338,28,270500,-1
34218.077980653,4,336,10,270500,-1
34218.193787459,3,336,12,270500,-1
34218.223598166,1,340,220,270500,-1
34218.223737142,3,295,73,270100,1
34218.247522513,1,341,29,270000,1
34218.264725155,1,342,117,269900,1
34218.281139494,1,343,245,269700,1
34218.281334464,1,344,230,270100,1
34218.421908625,3,340,220,270500,-1
34218.466056062,1,345,286,270500,-1
34218.466137625,3,345,286,270500,-1
34218.506907642,1,346,107,270600,-1
34218.512965683,1,347,174,270600,-1
34218.627635275,1,348,125,270600,-1
34218.670351027,1,349,108,270600,-1
34218.780908049,1,350,48,270700,-1
34218.780911088,1,351,164,270500,-1
34218.781071405,1,352,221,270000,1
34218.781094364,1,353,345,270600,-1
34218.864732060,1,354,473,270100,1
34218.890021328,3,354,473,270100,1
34218.926073352,1,355,339,270000,1
34218.999492802,1,356,82,269700,1
34219.037236426,1,357,38,270100,1
34219.037380588,4,351,41,270500,-1
34219.037473547,3,351,123,270500,-1
34219.037595874,1,358,50,270500,-1
34219.049614174,1,359,366,270600,-1
34219.168669729,3,358,50,270500,-1
34219.202297743,1,360,187,270500,-1
34219.346684125,3,360,187,270500,-1
34219.405707449,1,361,93,270800,-1
34219.405904434,1,362,91,270800,-1
34219.406041791,1,363,60,270500,-1
34219.522562970,3,344,230,270100,1
34219.557772348,1,364,936,270000,1
34219.576094960,1,365,1118,270700,-1
34219.702479165,3,363,60,270500,-1
34219.755457926,1,366,101,270500,-1
34219.867444154,3,366,101,270500,-1
34219.975367166,1,367,155,270500,-1
34220.020538806,3,367,155,270500,-1
34220.038384003,1,368,81,270500,-1
34220.089849980,3,357,38,270100,1
34220.213151863,1,369,182,269900,1
34220.246149908,1,370,182,270100,1
34220.246258162,3,368,81,270500,-1
34220.392311632,1,371,49,270800,-1
34220.527117499,1,372,198,270900,-1
34220.550408343,1,373,134,270700,-1
34220.568654579,1,374,85,270500,-1
34220.570154843,1,375,305,270000,1
34220.594188534,3,374,85,270500,-1
34220.612003241,1,376,290,270800,-1
34220.612092830,1,377,141,270500,-1
34220.612165605,1,378,112,269900,1
34220.633832669,3,377,141,270500,-1
34220.634009998,1,379,246,270900,-1
34220.634137908,1,380,238,270500,-1
34220.634198526,3,370,182,270100,1
34220.653299433,1,381,109,269900,1
34220.653482180,1,382,82,270100,1
34220.740001183,2,380,131,270500,-1
34220.747924090,1,383,241,269900,1
34220.747967596,3,382,82,270100,1
34220.759772823,1,384,143,269900,1
34220.805181519,1,385,81,270100,1
34220.840987303,3,385,81,270100,1
34220.845505108,1,386,237,270100,1
34220.845597505,3,316,311,269800,1
34220.845679860,1,387,163,270000,1
34220.855060780,1,388,76,270700,-1
34220.880270733,1,389,280,270000,1
34220.922486078,3,386,237,270100,1
34220.954185172,1,390,230,269800,1
34221.066612411,1,391,27,270100,1
34221.131404525,3,391,27,270100,1
34221.151731939,1,392,84,270100,1
34221.151913530,1,393,858,270700,-1
34221.191702190,1,394,568,270600,-1
34221.237552558,3,392,84,270100,1
34221.237591374,1,395,96,270100,1
34221.237637193,3,395,96,270100,1
34221.302755424,1,396,45,269900,1
34221.345887445,1,397,72,270100,1
34221.381533077,1,398,91,270000,1
34221.390157308,1,399,944,269900,1
34221.410809351,3,397,72,270100,1
34221.523867022,1,400,253,270000,1
34221.558103830,1,401,250,270100,1
34221.602525784,3,380,107,270500,-1
34221.744580323,1,402,97,270500,-1
34221.779199605,3,401,250,270100,1
34221.812866931,1,403,234,270100,1
34221.837046172,3,403,234,270100,1
34221.966379272,1,404,192,269900,1
34222.004458559,1,405,197,270100,1
34222.004630768,1,406,1087,270000,1
34222.019536287,3,405,197,270100,1
34222.130597449,1,407,156,270100,1
34222.130687600,1,408,289,270100,1
34222.130789578,3,402,97,270500,-1
34222.178491400,1,409,85,270500,-1
34222.178659282,3,408,289,270100,1
34222.254937211,1,410,467,270000,1
34222.254995649,3,407,156,270100,1
34222.263386325,1,411,267,269700,1
34222.336062101,1,412,56,270100,1
34222.336244121,3,409,85,270500,-1
34222.467330662,1,413,221,270600,-1
34222.467423720,1,414,125,270700,-1
34222.533740048,1,415,187,270600,-1
34222.542328271,1,416,265,270500,-1
34222.589191214,4,412,24,270100,1
34222.595003973,1,417,27,270000,1
34222.643044135,3,416,265,270500,-1
34222.686374099,1,418,209,270600,-1
34222.686412353,1,419,150,270500,-1
34222.715941837,3,412,32,270100,1
34222.750355116,1,420,123,269800,1
34222.786216332,1,421,50,270100,1
34222.845208537,3,419,150,270500,-1
34222.845249269,1,422,139,270500,-1
34222.845436409,1,423,134,270700,-1
34222.880521941,3,422,139,270500,-1
34223.030518844,1,424,297,270900,-1
34223.038776028,1,425,93,270700,-1
34223.083981892,1,426,97,270500,-1
34223.084012383,1,427,378,269900,1
34223.207252887,1,428,62,270600,-1
34223.228921866,4,108,20,269900,1
34223.238168600,1,429,362,269900,1
34223.333240809,3,421,50,270100,1
34223.442384811,1,430,105,270100,1
34223.571923748,3,430,105,270100,1
34223.571965834,1,431,257,270100,1
34223.572147062,1,432,286,270600,-1
34223.585658853,3,426,97,270500,-1
34223.585767900,1,433,76,270900,-1
34223.619991758,1,434,75,270500,-1
34223.644973541,3,434,75,270500,-1
34223.651527166,1,435,119,270600,-1
34223.700543896,1,436,63,270500,-1
34223.700608577,1,437,665,270700,-1
34223.794781157,1,438,34,269900,1
34223.800742307,1,439,181,270400,-1
34223.882903887,3,431,257,270100,1
34223.899974458,1,440,3,270400,-1
34223.933383783,3,440,3,270400,-1
34223.933569636,1,441,474,269700,1
34223.970235045,1,442,30,270400,-1
34224.063828594,1,443,323,269900,1
34224.166719585,1,444,477,270600,-1
34224.191303996,3,442,30,270400,-1
34224.199274208,1,445,839,269700,1
34224.199308993,4,124,164,270000,1
34224.219384089,2,55,215,270000,1
34224.219448572,1,446,31,269900,1
34224.219566241,2,375,71,270000,1
34224.225884264,1,447,746,269900,1
34224.247204497,3,439,181,270400,-1
34224.248086090,1,448,261,270500,-1
34224.248211588,1,449,265,270600,-1
34224.267774582,1,450,78,270600,-1
34224.394157960,1,451,71,270600,-1
34224.437918860,1,452,59,270500,-1
34224.437937162,1,453,246,270400,-1
34224.460916489,3,318,1331,270000,1
34224.460974795,3,453,246,270400,-1
34224.497006007,1,454,212,270600,-1
34224.523807267,1,455,193,270400,-1
34224.529704991,1,456,307,270000,1
34224.538521416,3,172,56,270000,1
34224.620926626,3,146,1005,270000,1
34224.634063409,1,457,466,270500,-1
34224.665094248,3,229,203,270000,1
34224.702951940,3,406,1087,270000,1
34224.703139444,3,364,936,270000,1
34224.703263686,1,458,82,269700,1
34224.704766230,3,132,334,270000,1
34224.738546765,1,459,168,270700,-1
34224.739022594,3,455,193,270400,-1
34224.766364299,1,460,258,270400,-1
34224.910884735,3,290,200,270000,1
34224.910903829,1,461,1263,270500,-1
34225.032180991,3,460,258,270400,-1
34225.041610109,1,462,132,270800,-1
34225.111677576,1,463,205,270600,-1
34225.156920240,1,464,203,270400,-1
34225.181241497,1,465,170,269700,1
34225.211518388,1,466,339,269700,1
34225.245387290,2,131,187,270000,1
34225.245561283,3,355,339,270000,1
34225.255418528,4,341,29,270000,1
34225.370484534,4,464,166,270400,-1
34225.375900648,2,102,55,270000,1
34225.513494300,2,389,118,270000,1
34225.528701523,3,55,58,270000,1
34225.528852029,1,467,185,270300,-1
34225.620395025,1,468,371,270300,-1
34225.718387785,1,469,394,269800,1
34225.868517058,3,14,192,270900,-1
34225.893130572,3,467,185,270300,-1
34225.893209524,1,470,9,270500,-1
34225.893344140,3,100,128,270000,1
34225.973567055,3,468,371,270300,-1
34225.988773617,1,471,293,269900,1
34226.026740852,2,188,103,270000,1
34226.065083491,1,472,72,270700,-1
34226.065099909,3,464,37,270400,-1
34226.065260589,1,473,284,270400,-1
34226.066428063,1,474,146,269800,1
34226.096847895,1,475,1076,269900,1
34226.101928080,3,197,155,270000,1
