34206.872782869,1,45,69,2227300,-1,2
34206.908495105,4,78,16,5831200,1,1
34206.956087685,3,78,10,5831200,1,1
34207.004227992,1,79,66,5831200,1,1
34207.004361616,1,80,149,5830800,1,1
34207.004706092,3,73,24,5833600,-1,1
34207.029148025,3,79,66,5831200,1,1
34207.064306363,1,81,64,5831100,1,1
34207.104329758,1,46,6,2225000,1,2
34207.115483632,3,45,69,2227300,-1,2
34207.155173265,1,47,40,2227300,-1,2
34207.197396743,3,9,10,2225200,1,2
34207.268558932,1,82,14,5831200,1,1
34207.268822703,1,83,89,5831100,1,1
34207.269283386,1,84,38,5830800,1,1
34207.269884759,1,85,56,5831100,1,1
34207.270433949,2,68,36,5833600,-1,1
34207.272606270,1,48,44,2225200,1,2
34207.310168416,1,86,10,5831300,1,1
34207.310415564,1,87,70,5833800,-1,1
34207.458951403,1,88,72,5833700,-1,1
34207.591427201,1,49,235,2225000,1,2
34207.626863440,1,89,63,5831200,1,1
34207.703558174,1,90,79,5831200,1,1
34207.732321028,1,91,37,5831200,1,1
34207.774228515,1,92,8,5833800,-1,1
34207.809698760,1,93,18,5834100,-1,1
34207.933319822,4,47,15,2227300,-1,2
34207.938520999,3,32,29,2227500,-1,2
34207.980317027,2,86,9,5831300,1,1
34207.980430760,3,86,1,5831300,1,1
34207.989669272,3,47,25,2227300,-1,2
34207.989860571,1,50,45,2225300,1,2
34208.030733149,1,94,59,5831200,1,1
34208.092551947,4,14,12,2227400,-1,2
34208.092868089,2,14,26,2227400,-1,2
34208.135879089,1,95,44,5831300,1,1
34208.173855128,1,51,69,2225400,1,2
34208.174169616,1,52,100,2227400,-1,2
34208.196434707,3,51,69,2225400,1,2
34208.197052720,1,53,142,2227400,-1,2
34208.213347451,1,96,81,5833700,-1,1
34208.213957938,3,88,72,5833700,-1,1
34208.219109825,3,52,100,2227400,-1,2
34208.232326526,1,54,179,2225100,1,2
34208.267085507,1,97,45,5831200,1,1
34208.285952843,1,98,21,5833800,-1,1
34208.448865474,4,53,99,2227400,-1,2
34208.516877081,3,95,44,5831300,1,1
34208.572010735,1,55,115,2225100,1,2
34208.631247932,1,99,33,5831000,1,1
34208.658940768,4,53,43,2227400,-1,2
34208.677115425,1,100,27,5831300,1,1
34208.677131914,1,101,21,5831200,1,1
34208.696122270,1,56,70,2227400,-1,2
34208.731633589,1,102,282,5831000,1,1
34208.826255639,3,100,27,5831300,1,1
34208.837124322,1,103,88,5831100,1,1
34208.837319822,1,104,8,5831300,1,1
34208.909842812,3,72,20,5833700,-1,1
34208.992640521,1,105,247,5831300,1,1
34209.024383884,1,57,255,2227700,-1,2
34209.024930278,3,14,1,2227400,-1,2
34209.097121239,3,105,247,5831300,1,1
34209.097547105,4,75,10,5833700,-1,1
34209.100573342,1,58,31,2224900,1,2
34209.100840476,1,59,89,2227600,-1,2
34209.321711684,3,61,53,5833700,-1,1
34209.330408142,3,104,8,5831300,1,1
34209.354458031,1,106,75,5833600,-1,1
34209.371250250,2,56,69,2227400,-1,2
34209.371407231,1,60,50,2227800,-1,2
34209.383652160,3,56,1,2227400,-1,2
34209.384396558,3,90,79,5831200,1,1
34209.452118353,1,107,15,5833800,-1,1
34209.506585705,3,89,63,5831200,1,1
34209.553811066,1,108,49,5831100,1,1
34209.553848871,1,61,81,2227400,-1,2
34209.630488609,1,109,218,5831100,1,1
34209.630733040,3,106,75,5833600,-1,1
34209.662635992,1,110,61,5833800,-1,1
34209.708665430,1,111,35,5833700,-1,1
34209.759724849,1,112,88,5833900,-1,1
34209.805394591,1,62,21,2227400,-1,2
34209.805772804,1,63,37,2227300,-1,2
34209.806237351,1,64,47,2227400,-1,2
34209.806551799,3,50,45,2225300,1,2
34209.826244065,1,113,88,5833700,-1,1
34209.826509023,1,114,95,5833600,-1,1
34209.826766055,1,115,14,5833800,-1,1
34209.853120375,1,65,66,2225100,1,2
34209.855858037,1,66,6,2227400,-1,2
34209.878491774,1,116,9,5833900,-1,1
34209.891539874,1,117,89,5833800,-1,1
34209.892025374,1,118,131,5831000,1,1
34209.940109491,1,119,69,5831000,1,1
34209.949169364,4,113,28,5833700,-1,1
34209.949738696,3,91,37,5831200,1,1
34209.951227447,1,67,13,2225100,1,2
34209.951622184,1,68,16,2224900,1,2
34209.999739771,1,120,53,5831200,1,1
34210.029434235,1,121,41,5833700,-1,1
34210.080641911,1,122,73,5833700,-1,1
34210.081149051,4,82,14,5831200,1,1
34210.081732071,1,123,63,5833500,-1,1
34210.094148461,3,101,21,5831200,1,1
34210.094572839,3,94,59,5831200,1,1
34210.246257455,3,97,45,5831200,1,1
34210.246453899,1,124,119,5833700,-1,1
34210.246674659,3,123,63,5833500,-1,1
34210.251691759,1,69,70,2227400,-1,2
34210.252143675,3,63,37,2227300,-1,2
34210.284759886,1,125,241,5833700,-1,1
34210.395529981,3,114,95,5833600,-1,1
34210.410746005,1,70,56,2227300,-1,2
34210.435089877,1,126,70,5833600,-1,1
34210.451438473,3,120,53,5831200,1,1
34210.535608139,1,127,57,5831000,1,1
34210.540063228,1,128,6,5831200,1,1
34210.540566730,2,128,6,5831200,1,1
34210.540979419,1,129,93,5831100,1,1
34210.541003609,1,130,86,5831100,1,1
34210.563197451,3,48,44,2225200,1,2
34210.601270355,1,71,63,2225200,1,2
34210.634728832,1,131,10,5831200,1,1
34210.643119721,3,126,70,5833600,-1,1
34210.668355325,1,132,88,5833600,-1,1
34210.674314736,1,72,23,2227500,-1,2
34210.674940367,3,71,63,2225200,1,2
34210.675021870,1,73,16,2225200,1,2
34210.739620801,3,132,88,5833600,-1,1
34210.741325863,1,133,81,5833600,-1,1
34210.908256174,3,73,16,2225200,1,2
34210.908575886,1,74,22,2227200,-1,2
34210.908618004,1,75,142,2227300,-1,2
34210.922023717,1,134,1,5833700,-1,1
34210.923357437,1,135,24,5831100,1,1
34210.958821771,3,131,10,5831200,1,1
34210.992521628,1,76,79,2227500,-1,2
34210.992840253,3,74,22,2227200,-1,2
34210.992942546,1,77,91,2227600,-1,2
34211.002536563,1,136,91,5833500,-1,1
34211.037094015,1,78,38,2227400,-1,2
34211.037430723,1,79,51,2227300,-1,2
34211.120059118,1,137,85,5833500,-1,1
34211.120249676,1,138,286,5831000,1,1
34211.173195133,3,137,85,5833500,-1,1
34211.258751031,1,80,93,2227200,-1,2
34211.373410251,4,70,81,5831100,1,1
34211.375221244,4,83,78,5831100,1,1
34211.399156889,3,80,93,2227200,-1,2
34211.441392634,1,81,61,2227400,-1,2
34211.441783046,1,82,42,2227600,-1,2
34211.489673879,1,139,300,5830900,1,1
34211.490184288,1,140,18,5833600,-1,1
34211.520310888,1,141,50,5831100,1,1
34211.616800724,1,83,79,2227300,-1,2
34211.689629951,3,136,91,5833500,-1,1
34211.730526662,1,142,72,5833500,-1,1
34211.770273629,4,71,57,5831100,1,1
34211.940923842,1,84,100,2227400,-1,2
34211.941018611,1,85,60,2227300,-1,2
34211.981761198,3,142,72,5833500,-1,1
34211.982127029,1,143,72,5833500,-1,1
34211.983698667,1,86,67,2227200,-1,2
34211.984113020,2,86,67,2227200,-1,2
34211.990013755,3,60,47,5831100,1,1
34212.000190012,1,87,65,2225200,1,2
34212.000198973,1,88,202,2224900,1,2
34212.063804879,1,144,196,5831000,1,1
34212.063836125,4,143,16,5833500,-1,1
34212.071403719,4,26,63,5831100,1,1
34212.207139577,4,130,76,5831100,1,1
34212.340905911,3,85,60,2227300,-1,2
34212.370236420,2,87,6,2225200,1,2
34212.415551690,3,143,56,5833500,-1,1
34212.416610937,1,145,44,5833500,-1,1
34212.446717149,3,75,142,2227300,-1,2
34212.451341051,1,146,8,5833700,-1,1
34212.454715326,1,89,80,2225000,1,2
34212.455131216,3,87,59,2225200,1,2
34212.486481517,1,90,60,2227200,-1,2
34212.593041562,3,65,66,2225100,1,2
34212.593615534,3,31,4,2225100,1,2
34212.638068179,3,90,60,2227200,-1,2
34212.671766558,3,56,8,5831100,1,1
34212.672145524,4,145,41,5833500,-1,1
34212.672741128,2,130,10,5831100,1,1
34212.716137783,1,147,61,5831000,1,1
34212.729723625,1,148,154,5830900,1,1
34212.794915994,1,149,124,5833900,-1,1
34212.827663429,1,150,89,5830900,1,1
34212.827664616,2,141,41,5831100,1,1
34212.838952402,1,151,287,5830800,1,1
34212.855713606,1,91,78,2227400,-1,2
34212.860740632,3,145,3,5833500,-1,1
34212.901523100,1,152,13,5833700,-1,1
34212.929013540,1,153,87,5833500,-1,1
34213.083780233,3,153,87,5833500,-1,1
34213.084210414,1,154,6,5833600,-1,1
34213.155099880,1,92,79,2227200,-1,2
34213.155677711,1,93,5,2225100,1,2
34213.156889697,1,155,15,5833900,-1,1
34213.157327428,1,156,47,5833700,-1,1
34213.229511472,3,54,179,2225100,1,2
34213.360939385,1,94,21,2225000,1,2
34213.361416118,4,93,5,2225100,1,2
34213.370551330,1,157,13,5833600,-1,1
34213.379489836,1,158,63,5833700,-1,1
34213.392208884,3,55,115,2225100,1,2
34213.421118786,1,159,8,5833500,-1,1
34213.421173060,3,109,218,5831100,1,1
34213.436868600,3,159,8,5833500,-1,1
34213.440973536,1,160,69,5833500,-1,1
34213.500462307,3,11,96,5831100,1,1
34213.536798599,3,83,11,5831100,1,1
34213.651901571,3,92,79,2227200,-1,2
34213.677545683,1,95,16,2227500,-1,2
34213.696645903,1,161,96,5830800,1,1
34213.711335127,1,96,72,2227200,-1,2
34213.711818675,3,94,21,2225000,1,2
34213.808512308,1,97,21,2224900,1,2
34213.916833317,2,62,37,5831100,1,1
34214.038483757,1,98,32,2224900,1,2
34214.098111139,2,103,8,5831100,1,1
34214.098368873,1,162,58,5831000,1,1
34214.113701476,3,42,37,2225100,1,2
34214.113993887,3,96,72,2227200,-1,2
34214.273467405,1,163,7,5833400,-1,1
34214.334679751,1,99,46,2227200,-1,2
34214.334958147,1,100,100,2224900,1,2
34214.335057113,1,101,34,2227600,-1,2
34214.335474502,1,102,21,2227400,-1,2
34214.347596106,1,164,42,5833500,-1,1
34214.387765503,1,165,82,5831100,1,1
34214.432461446,1,166,63,5833600,-1,1
34214.432665842,1,167,182,5833500,-1,1
34214.471271537,3,81,64,5831100,1,1
34214.516797564,3,99,46,2227200,-1,2
34214.533808300,1,103,56,2227300,-1,2
34214.533962015,1,104,94,2227400,-1,2
34214.617773081,3,103,80,5831100,1,1
34214.621101437,1,105,34,2227200,-1,2
34214.630332478,3,163,7,5833400,-1,1
34214.688411607,3,135,24,5831100,1,1
34214.688880643,3,164,42,5833500,-1,1
34214.697083915,1,106,61,2224900,1,2
34214.778628414,3,11,93,2225100,1,2
34214.781532841,3,105,34,2227200,-1,2
34214.861464147,3,167,182,5833500,-1,1
34214.862599517,1,168,72,5833800,-1,1
34214.870010367,3,160,69,5833500,-1,1
34215.096921853,1,169,38,5833500,-1,1
34215.108551580,1,107,37,2227200,-1,2
34215.127759885,1,108,86,2227400,-1,2
34215.128262711,1,109,131,2224900,1,2
34215.135986024,4,169,25,5833500,-1,1
34215.139746233,1,170,58,5833400,-1,1
34215.171353867,4,108,38,5831100,1,1
34215.199801239,1,110,66,2224900,1,2
34215.212954086,4,170,42,5833400,-1,1
34215.213052677,4,72,7,2227500,-1,2
34215.213642330,3,67,13,2225100,1,2
34215.288044051,1,111,57,2224900,1,2
34215.322668711,1,112,21,2225100,1,2
34215.398403961,1,171,153,5830900,1,1
34215.413560095,1,172,1,5831100,1,1
34215.467573929,1,173,16,5831100,1,1
34215.547788937,3,107,37,2227200,-1,2
34215.548246864,1,113,36,2227200,-1,2
34215.585871442,3,112,21,2225100,1,2
34215.586396690,1,114,22,2224800,1,2
34215.626888563,1,115,89,2225000,1,2
34215.627492400,1,116,37,2225000,1,2
34215.633875372,1,174,6,5830900,1,1
34215.673878978,1,175,115,5833600,-1,1
34215.694929679,1,117,28,2224900,1,2
34215.727418617,1,176,19,5831000,1,1
34215.727536020,3,71,41,5831100,1,1
34215.727672571,1,177,64,5830900,1,1
34215.774871444,1,178,76,5833400,-1,1
34215.843158374,1,179,10,5833600,-1,1
34215.871831342,3,172,1,5831100,1,1
34215.891495975,1,118,56,2225100,1,2
34215.902392898,1,180,23,5831000,1,1
34215.902513152,1,181,75,5831000,1,1
34215.977224606,1,182,166,5833400,-1,1
34216.011882560,3,141,9,5831100,1,1
34216.019567081,1,183,35,5831000,1,1
34216.046602660,3,113,36,2227200,-1,2
34216.080186698,1,184,149,5833700,-1,1
34216.080377373,1,185,40,5833700,-1,1
34216.132912008,1,119,19,2227200,-1,2
34216.164089862,1,120,52,2227500,-1,2
34216.185796682,3,85,56,5831100,1,1
34216.186315352,1,186,99,5830900,1,1
34216.186730315,3,129,93,5831100,1,1
34216.227029907,3,119,19,2227200,-1,2
34216.236009202,2,92,6,5833800,-1,1
34216.308963402,3,147,61,5831000,1,1
34216.309158542,1,187,52,5833800,-1,1
34216.316724313,3,182,166,5833400,-1,1
34216.343137158,1,121,28,2225100,1,2
34216.350454763,3,178,76,5833400,-1,1
34216.350555051,4,26,52,5831100,1,1
34216.361774481,3,173,16,5831100,1,1
34216.362167085,3,26,105,5831100,1,1
34216.417230516,1,122,83,2225200,1,2
34216.417697803,1,123,37,2225100,1,2
34216.421578981,1,188,10,5833700,-1,1
34216.421877059,1,189,11,5833600,-1,1
34216.466496185,2,185,16,5833700,-1,1
34216.492756051,4,62,3,5831100,1,1
34216.500401783,3,34,8,5831100,1,1
34216.500643914,3,69,2,5831100,1,1
34216.517838944,3,122,83,2225200,1,2
34216.526513217,1,190,31,5833700,-1,1
34216.526860468,3,62,157,5831100,1,1
34216.582451680,1,124,42,2225000,1,2
34216.604450373,2,170,16,5833400,-1,1
34216.640101372,1,125,39,2225200,1,2
34216.814958973,1,191,2,5833600,-1,1
34216.836288241,1,126,122,2227400,-1,2
34216.848137215,3,165,82,5831100,1,1
34216.892306963,1,192,43,5833700,-1,1
34216.961702129,1,127,16,2227400,-1,2
34217.038323200,3,125,39,2225200,1,2
34217.059039847,1,128,9,2225100,1,2
34217.071292084,1,129,6,2224800,1,2
34217.120138604,3,169,13,5833500,-1,1
34217.166920404,1,130,76,2225000,1,2
34217.267149370,1,131,9,2225200,1,2
34217.272990639,1,193,44,5831100,1,1
34217.317517534,3,131,9,2225200,1,2
34217.424233993,1,132,6,2225200,1,2
34217.433584271,1,194,30,5831100,1,1
34217.434037403,1,195,24,5831100,1,1
34217.463411882,1,196,59,5831100,1,1
34217.482598467,1,197,39,5831200,1,1
34217.482709039,4,197,30,5831200,1,1
34217.493446830,3,132,6,2225200,1,2
34217.493543117,1,133,5,2225200,1,2
34217.493967786,1,134,52,2227400,-1,2
34217.502769573,3,197,9,5831200,1,1
34217.580542204,3,133,5,2225200,1,2
34217.645554651,1,135,90,2225200,1,2
34217.686599523,1,198,23,5831000,1,1
34217.820664770,1,136,97,2225000,1,2
34217.821210996,3,79,51,2227300,-1,2
34217.850335000,1,199,20,5831000,1,1
34217.925199226,1,200,64,5831200,1,1
34217.964426006,1,137,245,2227700,-1,2
34217.997383703,3,135,90,2225200,1,2
34218.064216089,3,200,64,5831200,1,1
34218.068479625,1,201,95,5831200,1,1
34218.085570610,3,201,95,5831200,1,1
34218.086027237,1,202,100,5831200,1,1
34218.110769952,1,138,54,2225200,1,2
34218.150473379,4,175,13,5833600,-1,1
34218.176395918,1,203,212,5833700,-1,1
34218.176408770,3,202,100,5831200,1,1
34218.180897309,1,139,59,2225300,1,2
34218.181481362,1,140,240,2225200,1,2
34218.287634233,1,141,13,2225200,1,2
34218.312124929,1,142,29,2225100,1,2
34218.312492642,1,143,6,2225200,1,2
34218.346028176,1,204,94,5833500,-1,1
34218.465836129,1,205,6,5830800,1,1
34218.495903875,3,139,59,2225300,1,2
34218.508792688,3,103,56,2227300,-1,2
34218.516292594,3,204,94,5833500,-1,1
34218.520291887,3,141,13,2225200,1,2
34218.557747508,1,206,22,5833500,-1,1
34218.561735333,3,206,22,5833500,-1,1
34218.562090110,1,207,8,5833500,-1,1
34218.562626883,1,208,57,5833600,-1,1
34218.607581639,3,195,24,5831100,1,1
34218.630226721,1,144,196,2225100,1,2
34218.630259083,3,143,6,2225200,1,2
34218.644741243,3,70,56,2227300,-1,2
34218.657260062,3,194,30,5831100,1,1
34218.672527985,3,138,54,2225200,1,2
34218.788412105,3,207,8,5833500,-1,1
34218.799565403,4,140,51,2225200,1,2
34218.834703982,2,83,52,2227300,-1,2
34218.854805457,1,145,8,2224900,1,2
34218.855197954,3,83,27,2227300,-1,2
34218.857344984,1,209,70,5833700,-1,1
34218.876777705,1,210,50,5833500,-1,1
34218.876903504,1,211,42,5833900,-1,1
34218.895069581,1,146,66,2225100,1,2
34218.895301804,1,147,99,2225300,1,2
34218.895754617,1,148,19,2227500,-1,2
34218.901367453,1,212,6,5830900,1,1
34218.929310055,3,193,44,5831100,1,1
34219.050233594,1,213,49,5831000,1,1
34219.089549244,4,84,12,2227400,-1,2
34219.172211238,1,214,19,5830900,1,1
34219.181135112,1,149,54,2224900,1,2
34219.183390082,3,196,59,5831100,1,1
34219.265538866,1,215,20,5833800,-1,1
34219.304372845,1,216,114,5833700,-1,1
34219.359890138,1,217,17,5833400,-1,1
34219.388469583,1,218,85,5833500,-1,1
34219.512075637,1,150,77,2227500,-1,2
34219.587339283,1,219,59,5833600,-1,1
34219.587344827,1,220,107,5830900,1,1
34219.597407014,1,221,288,5833400,-1,1
34219.707355841,2,64,40,2227400,-1,2
34219.723934910,1,151,287,2225000,1,2
34219.756197585,3,61,81,2227400,-1,2
34219.796760366,1,222,199,5833500,-1,1
34219.816830278,1,152,226,2227700,-1,2
34219.817090092,1,153,94,2227500,-1,2
34219.818260282,1,154,182,2225000,1,2
34219.822409963,1,223,53,5833400,-1,1
34219.854716038,1,224,54,5833500,-1,1
34219.854840523,4,108,8,5831100,1,1
34220.068247266,1,225,163,5833500,-1,1
34220.068665506,3,108,3,5831100,1,1
34220.069139601,4,51,25,5831000,1,1
34220.135966642,1,155,62,2225200,1,2
34220.148536134,1,226,77,5830800,1,1
34220.197863660,1,156,37,2225400,1,2
34220.220162708,1,227,25,5830900,1,1
34220.220471924,1,228,46,5833700,-1,1
34220.220539526,1,229,24,5831000,1,1
34220.297955905,1,230,157,5830700,1,1
34220.308820988,1,157,34,2227600,-1,2
34220.319673355,1,231,58,5833300,-1,1
34220.320299581,3,62,21,2227400,-1,2
34220.336749334,3,134,52,2227400,-1,2
34220.543138945,1,158,51,2225400,1,2
34220.545963560,2,144,94,5831000,1,1
34220.623376285,3,168,72,5833800,-1,1
34220.825416239,1,159,17,2227700,-1,2
34220.825847757,1,160,14,2225200,1,2
34220.826272277,4,156,3,2225400,1,2
34220.838717979,1,232,54,5833300,-1,1
34221.020043888,3,199,20,5831000,1,1
34221.070619186,1,233,72,5833500,-1,1
34221.071004809,1,234,65,5833500,-1,1
34221.071493219,1,235,99,5833600,-1,1
34221.086580379,3,158,51,2225400,1,2
34221.086589057,3,156,34,2225400,1,2
34221.086963531,3,81,61,2227400,-1,2
34221.087019272,3,91,78,2227400,-1,2
34221.089209708,3,119,69,5831000,1,1
34221.101609484,3,176,19,5831000,1,1
34221.150939382,1,161,95,2225200,1,2
34221.258298165,1,162,175,2227500,-1,2
